איזור גידול,סוג חלקה,אורגני,מספר חלקה ,_id,שם חלקת אם,שם חלקה מפורט,שטח ברוטו (דונם),מגוף השקייה,מקור מים,דונם לגידול שלחין,תיאור מיקום מדוייק,אזור פיצוי בצורת,אחוז בצורת,איזור ביטוח קנט,מספר משרד החקלאות,מספר חלקה ישן,SHAPE_Length,מרכז שדה קו-רוחב,מרכז שדה קו-אורך,OBJECTID *,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,חורף 2018,קיץ 2018,2019,2019 - קיץ,2020,2021,2022,2023,2024,פתיחת חלקה בביאקם 2019,,דוררת,גרב אבקי,אבנים,רגישות לקרה,חיטוי אדיגן,תאריך אחרון לחיטוי,התאמה לריסוס אווירי,הרכב הקרקע,ניקוז,רוחות,גשם,"אפיון סביבה ונוף:
מגבלות שהוטלו ע""י המשרד לאיכות הסביבה / נציבות המים / הרשות לשמירת הטבע ","נכסי טבע ונוף בסביבה
(צומח,חי,אתרים היסטוריים וארכאולוגים)",פוריות ,התאמת הקרקע לגידול ,התאמת מי השקיה לגידול,עשבים רעים,"הדברת עשבים
(חומרים / שיטות)",שאריות חומרי הדברת עשבים,מזיקים ומחלות בגידולים קודמים (בגידול ב 2017),מכשולים בחלקה ובסביבתה,זבלים אורגניים,נזק מבעלי חים,נזק מגידולים שכנים,בטיחות עובדים ,"גורמים מיקרוביאליים
(רמת הסיכון)",ינבוט,עלקת מצרית,דטורה,סיכונים לאורגני,type
משמר הנגב,שלחין,רגיל,2017,2017-2,17,17-2,177,162,מאגר רהט,174,,ד7,100,משמר הנגב צפון  - 1,42356,2017,1679.916776,586580.3934,171097.3999,89,,,,,,,חיטה ב',חיטה ב',"תפו""א / מללי",חיטה א',חיטה ב',אפונה,"תפו""א/סורגום",חיטה א',חיטה ב',שעורה,"תפו""א",,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2018,2018,18,18,111,160,מאגר רהט,111,,ד7,100,משמר הנגב דרום - 2,42393,2018,1673.376089,586016.7755,171347.7259,139,,,,,,,חיטה ב',חיטה ב',"תפו""א","תפו""א",חיטה א',חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,רגיל,2020,2020,20,20,235,,,235,,ד7,100,משמר הנגב - 3,42390,2020,3073.408415,587462.1993,173954.844,126,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2021,2021-1,21,21-1,127,181,מאגר רהט,120,,ד7,100,משמר הנגב דרום - 2,42315,2021,1183.378685,585775.3817,172232.7105,208,,,,,,,"תפו""א",חיטה א',"תפו""א",חיטה א',חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2021,2021-2,21,21-2,106,182,מאגר רהט,95,,ד7,100,משמר הנגב דרום - 2,42314,2021,1280.092422,585945.3414,171757.8525,207,,,,,,,"תפו""א",חיטה א',"תפו""א",חיטה א',חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2022,2022-1,22,22-1,133,162,מאגר רהט,133,,ד7,100,משמר הנגב דרום - 2,<Null>,2022,1645.467486,586270.1101,170761.0455,443,,,,,,,חיטה א',חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חיטה ב',שעורה,,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2022,2022-2,22,22-2,100,163,מאגר רהט,100,צד צפוני (8 ברזים צפוניים),ד7,100,משמר הנגב דרום - 2,<Null>,2022,2164.777855,586441.2927,170385.4346,100,,,,,,,חיטה א',חיטה ב',אפונה,"תפו""א / מללי",חיטה א',חיטה ב',שעורה,"תפו""א / סורגום",חיטה א',חיטה ב',שעורה,,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2022,2022-3,22,22-3,100,164,מאגר רהט,100,צד צפוני (8 ברזים צפוניים),ד7,100,משמר הנגב דרום - 2,<Null>,2022,2350.588467,586705.0176,170130.8726,442,,,,,,,,חיטה ב',אפונה,"תפו""א / מללי",חיטה א',חיטה ב',שעורה,"תפו""א / סורגום",חיטה א',חיטה ב',שעורה,,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2022,2022-2,22,22-2,185,163,מאגר רהט,185,צד דרומי,ד7,100,משמר הנגב דרום - 2,<Null>,2022,2164.777855,586441.2927,170385.4346,100,,,,,,,חיטה א',חיטה ב',אפונה,"תפו""א / מללי",חיטה א',חיטה ב',שעורה,"תפו""א / סורגום",חיטה א',חיטה ב',שעורה,,כרב נח,,"תפו""א",חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2022,2022-3,22,22-3,158,164,מאגר רהט,158,צד דרומי,ד7,100,משמר הנגב דרום - 2,<Null>,2022,2350.588467,586705.0176,170130.8726,442,,,,,,,,חיטה ב',אפונה,"תפו""א / מללי",חיטה א',חיטה ב',שעורה,"תפו""א / סורגום",חיטה א',חיטה ב',שעורה,,כרב נח,,"תפו""א",חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2024,2024-1,24,24-1,154,181,מאגר רהט,154,חלק דרומי - 6 ברזים מדרום,ד7,100,משמר הנגב דרום - 2,42317,2024,1677.019691,586132.1223,172294.8759,211,,,,,חיטה א',מללי,חיטה א',"תפו""א / מללי",חיטה א',חיטה ב',אפונה + כרב נח,"תפו""א",חיטה א',שעורה,כרב נח,"תפו""א/טף",חיטה א',,חיטה ב',,חימצה,"תפו""א",,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2024,2024-2,24,24-2,140,182,מאגר רהט,140,חלק דרומי - 9 ברזים מדרום,ד7,100,משמר הנגב דרום - 2,42343,2024,1778.891125,586253.368,171912.1362,74,,,,,חיטה א',מללי,חיטה א',"תפו""א / מללי",חיטה א',חיטה ב',אפונה + כרב נח,"תפו""א",חיטה א',שעורה,כרב נח,"תפו""א/טף",חיטה א',,חיטה ב',,חימצה,"תפו""א",,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,רגיל,2025,2025,25,25,117,,,117,,ד7,100,משמר הנגב צפון  - 1,42396,2025,2372.846206,586686.6854,172271.6598,157,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א' + כרב נח,חיטה ב' + כרב נח,שעורה,כרב נח,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2027,2027,27,27,62,180,מאגר רהט,62,,ד7,100,משמר הנגב צפון  - 1,42339,2226,1070.698834,586435.9775,172478.8903,70,,,,,,,"תפו""א",חיטה א',חיטה ב',אפונה,חיטה א',"תפו""א",חיטה א',שעורה,כרב נח,"תפו""א",חיטה א',שומשום,חימצה,,חיטה א',"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,רגיל,2033,2033-1,33,33 - 1,137,181,מאגר רהט,136,,ד7,100,משמר הנגב דרום - 2,42394,2033,1487.847563,585487.9377,171964.8669,140,,,,,,,"תפו""א",חיטה א',"תפו""א / מללי",חיטה א',חיטה ב',אפונה,"תפו""א/מללי",חיטה א',חיטה ב',שעורה,"תפו""א",אבטיח,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"יש בכמויות יחסית גדולות (בתפו""א 2018)",,,plot
משמר הנגב,שלחין,רגיל,2033,2033-2,33,33 - 2,134,182,מאגר רהט,123,,ד7,100,משמר הנגב דרום - 2,42312,2033,1448.695781,585687.1829,171603.841,205,,,,,,,"תפו""א",חיטה א',"תפו""א / מללי",חיטה א',חיטה ב',אפונה,"תפו""א/מללי",חיטה א',חיטה ב',שעורה,"תפו""א",אבטיח,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"יש בכמויות יחסית גדולות (בתפו""א 2018)",,,plot
משמר הנגב,שלחין,רגיל,2034,2034,34,34,140,182,מאגר רהט,140,,ד7,100,משמר הנגב דרום - 2,42395,2034,1513.664961,585349.3519,171513.2472,141,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',"תפו""א",חיטה א',חיטה ב',"תפו""א / מללי","תפו""א / מללי",חיטה א',חיטה ב',חיטה ג',"תפו""א",חיטה א',חיטה ב',,שעורה,,"תפו""א",חיטה א',,,,פתוח,חיטה ב',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2036,2036-1,36,36-1,31,200,קידוח משמר הנגב,31,36 עץ,ה6,0,משמר הנגב - 3,42345,2536,746.639426,584985.3088,173617.4321,478,,,,,,,,חיטה ב',חיטה ב',כרב נח,חיטה א',גזר,כרב נח,כרב נח,כרב נח,"תפו""א",פפריקה,פפריקה,חיטה א',,חיטה ב',,כרב נח,"תפו""א",,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2036,2036-2,36,36-2,42,200,קידוח משמר הנגב,42,צמוד לגדר (3 ברזים צפוניים),ה6,0,משמר הנגב - 3,42345,2536,2941.45116,584983.2197,173311.5994,77,,חיטה א',כרב נח,חיטה א',תילתן,חיטה א',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א' + (גזר / פפריקה),"תפו""א",שמיר,כרב נח,פפריקה,כרב נח,גזר,,חיטה א',,חיטה ב',כרב נח,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2036,2036-3,36,36-3,29,200,קידוח משמר הנגב,29,צמוד לגדר (3 ברזים צפוניים),ה6,0,משמר הנגב - 3,42345,2536,1757.666152,585310.9289,173008.9761,386,,חיטה א',כרב נח,חיטה א',תילתן,חיטה א',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א' + (גזר / פפריקה),"תפו""א",שמיר,כרב נח,פפריקה,כרב נח,גזר,,חיטה א',,חיטה ב',כרב נח,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2036,2036-2,36,36-2,58,200,קידוח משמר הנגב,58,קרוב לגדר,ה6,0,משמר הנגב - 3,42345,2536,2941.45116,584983.2197,173311.5994,77,,חיטה א',כרב נח,חיטה א',תילתן,חיטה א',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א' + (גזר / פפריקה),חיטה,שמיר,כרב נח,חיטה א',"תפו""א",גזר,,פפריקה,פפריקה,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2036,2036-3,36,36-3,56,200,קידוח משמר הנגב,56,קרוב לגדר,ה6,0,משמר הנגב - 3,42345,2536,1757.666152,585310.9289,173008.9761,386,,חיטה א',כרב נח,חיטה א',תילתן,חיטה א',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א' + (גזר / פפריקה),חיטה,שמיר,כרב נח,חיטה א',"תפו""א",גזר,,פפריקה,פפריקה,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2036,2036-2,36,36-2,92,200,קידוח משמר הנגב,92,ברז 9 עד 13 מדרום,ה6,0,משמר הנגב - 3,42345,2536,2941.45116,584983.2197,173311.5994,77,,חיטה א',כרב נח,חיטה א',תילתן,חיטה א',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א' + (גזר / פפריקה),חיטה,כרב נח,גזר,כרב נח,לא רשום,כרב נח,,חיטה לתחמיץ?,פפריקה,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2036,2036-3,36,36-3,77,200,קידוח משמר הנגב,33,רחוק מהגדר,ה6,0,משמר הנגב - 3,42345,2536,1757.666152,585310.9289,173008.9761,386,,חיטה א',כרב נח,חיטה א',תילתן,חיטה א',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א' + (גזר / פפריקה),גזר,כרב נח,כרב נח,כרב נח,לא רשום,פפריקה,פפריקה,חיטה א',,חיטה ב',כרב נח,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2036,2036-2,36,36-2,80,200,קידוח משמר הנגב,62,הכי רחוק מהגדר (8 ברזים דרומיים),ה6,0,משמר הנגב - 3,42345,2536,2941.45116,584983.2197,173311.5994,77,,חיטה א',כרב נח,חיטה א',תילתן,חיטה א',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א' + (גזר / פפריקה),חיטה,כרב נח,כרב נח,גזר,חיטה א',כרב נח,,פפריקה,פפריקה,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2038,2038,38,38,52,201,קידוח משמר הנגב,50,38 - מערב,ה6,0,משמר הנגב - 3,42346,2538,1409.060382,585277.7541,173767.5252,78,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א",פפריקה,חיטה א',"תפו""א",גזר,חיטה א',כרב נח,פפריקה,כרב נח,"תפו""א",גזר,,חיטה א',,חיטה לתחמיץ,"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2038,2038,38,38,66,201,קידוח משמר הנגב,64,38 - מזרח,ה6,0,משמר הנגב - 3,42346,2538,1409.060382,585277.7541,173767.5252,78,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א",פפריקה,חיטה א',שמיר,חיטה א',גזר,"תפו""א",פפריקה,כרב נח,חיטה ב',"תפו""א",,חיטה א',,חיטה לתחמיץ,פפריקה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2041,2041-1,41,41 - 1,94,205,קידוח משמר הנגב,94,,ד7,100,משמר הנגב - 3,42351,2041,1221.288552,586809.3883,173520.3355,83,,,,,,,חיטה א',חיטה ב',חיטה ג',מללי,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',כרב נח,כרב נח,,חיטה א',,חיטה ב',כרב נח,כרב נח,כרב נח,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2041,2041-2,41,41 - 2,80,205,קידוח משמר הנגב,80,,ד7,100,משמר הנגב - 3,42413,2041,1219.732555,586985.319,173258.4339,277,,,,,,,חיטה א' + אספסת,חיטה ב' + אספסת,חיטה ג' + אספסת,מללי + אספסת,חיטה א' + אספסת,חיטה ב' + חיטה א',אפונה,חיטה א',גזר,"תפו""א",פפריקה,פפריקה,חיטה א',,חיטה לתחמיץ,"תפו""א",גזר,,פפריקה,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2041,2041-2,41,41 - 2,31,205,קידוח משמר הנגב,31,,ד7,100,משמר הנגב - 3,42350,2041,1046.07365,586908.0169,173113.4967,437,,,,,,,,חיטה ב',חיטה ב',כרב נח,חיטה א',חיטה ב',לא רשום,לא רשום,גזר,"תפו""א",כרב נח,,חיטה לתחמיץ?,פפריקה,חיטה לתחמיץ,"תפו""א",גזר,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,רגיל,2043,2043,43,43,289,,,289,,ה6,0,משמר הנגב - 3,42385,2543,1972.487235,586333.2556,174161.5559,121,,חיטה א',כרב נח,חיטה א',תילתן,חיטה א',אפונה,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א',,חיטה ב',,שעורה,כרב נח,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2044,2044,44,44,128,202,קידוח משמר הנגב,106,,ה6,0,משמר הנגב - 3,42397,2544,1427.420837,585223.1994,175011.6468,162,,,,,,,,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',גזר,כרב נח,"תפו""א",פפריקה,חיטה א',,חיטה לתחמיץ,,גזר,כרב או חיטה לתחמיץ,"תפו""א",פפריקה,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,אורגני,2045,2045,45,45,2,,,2,,ה6,0,משמר הנגב - 3,42398,2544,178.469537,585277.1235,174757.5903,163,,,,,,,,חיטה א',חיטה ב',לא רשום,לא רשום,חיטה א',כרב נח,כרב נח,לא רשום,לא רשום,חיטה א',,חיטה ב',,כרב נח,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,אורגני,2045,2045,45,45,104,,,104,,ה6,0,משמר הנגב - 3,42399,2544,1566.827016,585480.1975,174593.8998,164,,,,,,,,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',כרב נח,כרב נח,חיטה א',כרב נח,חיטה א',,חיטה ב',,כרב נח,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2046,2046-1,46,46 - 1,84,203,קידוח משמר הנגב,63,,ה6,0,משמר הנגב - 3,42349,2544,1295.627777,585631.3675,174024.0757,510,,,,,,,,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',שעורה,כרב נח,גזר,"תפו""א",פפריקה,פפריקה,חיטה א',,חיטה לתחמיץ,"תפו""א",גזר,,פפריקה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2046,2046-2,46,46 - 2,87,204,קידוח משמר הנגב,66,,ה6,0,משמר הנגב - 3,42349,2544,1285.770808,585634.9097,173791.6579,505,,,,,,,,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',שעורה,כרב נח,גזר,"תפו""א",פפריקה,פפריקה,חיטה א',,חיטה לתחמיץ,"תפו""א",גזר,,פפריקה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,רגיל,2048,2048,48,48,146,,,146,,ד7,100,משמר הנגב צפון  - 1,42375,2048,1398.273821,588569.5299,169730.6214,110,,חיטה א',חיטה ב',,,,,,אפונה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',,שעורה,,כרב נח,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1057,1057,57,57,118,122,"שפד""ן מיגדה",118,,ה2,0,מיגדה - 4,<Null>,2557,1598.219876,584698.3562,163527.6379,350,,,מללי,חיטה א',חיטה ב',"תפו""א","תפו""א",חיטה א',כרב נח,חיטה א',גזר,"תפו""א",חיטה א',חיטה ב',חיטה ג',"תפו""א",חיטה א',,חימצה,,חיטה א',"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1058,1058,58,58,89,122,"שפד""ן מיגדה",65,,ד3,100,מיגדה - 4,<Null>,2557,1942.276016,585212.4908,163562.1246,348,,,,,,,,חיטה ב',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א",חיטה א',גזר,חיטה א',חיטה ב',,חימצה,,"תפו""א",חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,פלחה,רגיל,1059,1059,59,59,13,,,13,,ד3,100,מיגדה - 4,42292,2557,485.343478,584377.0859,162255.5639,506,,,,,,,,חיטה ב',כרב נח,חיטה א',כרב נח,חיטה א',שעורה,כרב נח,חיטה א',כרב נח,חיטה א',,חיטה ב',,שעורה,כרב נח,,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,פלחה,רגיל,1059,1059,59,59,20,,,20,,ד3,100,מיגדה - 4,42291,2557,691.551577,584442.4556,162012.9565,318,,,,,,,,חיטה ב',כרב נח,חיטה א',כרב נח,חיטה א',שעורה,כרב נח,חיטה א',כרב נח,חיטה א',,חיטה ב',,שעורה,כרב נח,,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2219,2219-1,19 מזרח,19 - 1 מזרח,120,100,מאגר רהט,80,,ד7,100,משמר הנגב - 3,42326,2219,1653.036578,587168.8323,173692.6405,221,,,,,,,"תפו""א",חיטה א',"תפו""א / קרימסון",חיטה א',חיטה ב',אפונה,"תפו""א/תירס",חיטה א',חיטה ב',שעורה,"תפו""א",אבטיח,חיטה א',,חיטה ב',כרב נח,,,,פתוח,,,,בחלק הדרום מערבי של החלקה יש אבנים,,,,,,,,,,,,,,,,,,מזבלה ליד דרך כורכר,,כלבים משוטטים.,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2219,2219-2,19 מזרח,19 - 2 מזרח,105,100,מאגר רהט,80,,ד7,100,משמר הנגב - 3,42418,2219,1589.684645,587476.806,173751.4126,389,,,,,,,"תפו""א",חיטה א',"תפו""א / קרימסון",חיטה א',חיטה ב',אפונה,"תפו""א/תירס",חיטה א',חיטה ב',שעורה,"תפו""א",אבטיח,חיטה א',,חיטה ב',כרב נח,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,מזבלה ליד דרך כורכר,,כלבים משוטטים.,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2019,2019-1,19 מערב,19 - 1 מערב,76,100,מאגר רהט,76,,ד7,100,משמר הנגב - 3,42419,2019,1444.091476,587318.0975,173424.4561,295,,,,,,,"תפו""א",חיטה א',חיטה ב',אפונה,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א/טף",חיטה א',,חיטה ב',,כרב נח,"תפו""א",,,,פתוח,חיטה א',,,,,אסור בגלל קרבה לכביש,,,,,,,,,,,,,,,,,,כלבים משוטטים.,,,,,"מעט ביותר (התגלה בתפו""א 2018)",,,plot
משמר הנגב,שלחין,אורגני,2019,2019-2,19 מערב,19 - 2 מערב,119,100,מאגר רהט,119,,ד7,100,משמר הנגב - 3,42352,2019,1463.854061,587692.0261,173516.4605,85,,,,,,,"תפו""א",חיטה א',חיטה ב',אפונה,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א/טף",חיטה א',,חיטה ב',,כרב נח,"תפו""א",,,,פתוח,חיטה א',,,,,אסור בגלל קרבה לכביש,,,,,,,,,,,,,,,,,,כלבים משוטטים.,,,,,,,,plot
משמר הנגב,פלחה,רגיל,2022,2022-1,22,22-1,10,,,10,משולש פלחה דרומי,ד7,100,משמר הנגב דרום - 2,<Null>,2022,423.818348,586163.0398,171064.9219,445,,,,,,,חיטה א',חיטה ב',אפונה,כרב נח,חיטה א',חיטה ב',שעורה,כרב נח,חיטה א',חיטה ב',שעורה,,כרב נח,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,רגיל,2022,2022-3,22,22-3,34,,,34,משולש פלחה צפוני,ד7,100,משמר הנגב דרום - 2,<Null>,2022,845.589673,587069.7782,170056.2769,444,,,,,,,,חיטה ב',אפונה,כרב נח,חיטה א',חיטה ב',שעורה,כרב נח,חיטה א',חיטה ב',שעורה,,כרב נח,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,רגיל,2034-9,2034-9,34 פלחה,34 פלחה ,82,,,82,,ד7,0,משמר הנגב דרום - 2,42395,2034,2182.10805,585285.6125,171988.7416,436,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',"תפו""א",חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',חיטה ג',כרב נח,חיטה א',חיטה ב',שעורה,,כרב נח,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2035,2035,35,35,85,200,קידוח משמר הנגב,85,,ה6,0,משמר הנגב - 3,42345,2536,1220.856325,585225.2237,172462.4073,303,,חיטה א',כרב נח,חיטה א',תילתן,חיטה א',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',כרב נח,גזר,"תפו""א",פפריקה,חיטה א',,חיטה לתחמיץ,,"תפו""א",גזר,חיטה א',כרב נח,פפריקה,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,אורגני,2036-9,2036-9,36 פלחה,36 פלחה,17,,,17,,ה6,0,משמר הנגב - 3,42401,2536,1039.933561,585339.2946,173571.6032,166,,,,,,,,לא רשום,חיטה ב',לא רשום,לא רשום,חיטה א',כרב נח,כרב נח,כרב נח,לא רשום,חיטה א',,חיטה ב',,כרב נח,חיטה א',,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,פלחה,אורגני,2036-9,2036-9,36 פלחה,36 פלחה,75,,,75,,ה6,0,משמר הנגב - 3,42345,2536,2183.461244,585394.3267,172503.2679,429,,חיטה א',כרב נח,חיטה א',תילתן,חיטה א',כרב נח,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',כרב נח,כרב נח,כרב נח,כרב נח,חיטה א',,חיטה ב',,כרב נח,חיטה א',,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
משמר הנגב,שלחין,אורגני,2039,2039-1,39,39 - 1,65,201,קידוח משמר הנגב,65,מזרח,ה6,0,משמר הנגב - 3,42347,2539,2188.392557,585002.5542,174110.397,79,,חיטה א',כרב נח,חיטה א',כרב נח,חיטה א',"תפו""א / תירס","תפו""א + תפו""א",גזר + (חיטה / פפריקה),חיטה א',חיטה ב',חיטה א',"תפו""א",גזר,חיטה א',פפריקה,חיטה לתחמיץ,,"תפו""א",,גזר,,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
